datetime,symbol,open,high,low,close,volume
2023-08-31 12:30:00,NSE:GRASIM,1796.4,1797.15,1794.55,1795.45,4057.0
2023-08-31 12:35:00,NSE:GRASIM,1795.4,1796.35,1793.0,1793.0,4023.0
2023-08-31 12:40:00,NSE:GRASIM,1793.0,1794.2,1791.9,1792.15,5229.0
2023-08-31 12:45:00,NSE:GRASIM,1793.0,1793.25,1791.0,1791.0,5251.0
2023-08-31 12:50:00,NSE:GRASIM,1791.9,1796.0,1791.25,1793.1,19967.0
2023-08-31 12:55:00,NSE:GRASIM,1793.65,1794.1,1792.4,1792.6,11338.0
2023-08-31 13:00:00,NSE:GRASIM,1792.75,1794.6,1792.45,1793.7,14339.0
2023-08-31 13:05:00,NSE:GRASIM,1793.6,1793.85,1793.5,1793.7,7479.0
2023-08-31 13:10:00,NSE:GRASIM,1793.55,1793.75,1790.45,1791.1,8378.0
2023-08-31 13:15:00,NSE:GRASIM,1791.3,1791.3,1788.5,1791.1,6387.0
2023-08-31 13:20:00,NSE:GRASIM,1790.9,1791.1,1788.55,1789.05,6118.0
2023-08-31 13:25:00,NSE:GRASIM,1788.95,1789.05,1787.25,1787.95,7855.0
2023-08-31 13:30:00,NSE:GRASIM,1787.65,1789.9,1786.45,1789.35,7751.0
2023-08-31 13:35:00,NSE:GRASIM,1789.3,1790.9,1789.0,1789.05,6343.0
2023-08-31 13:40:00,NSE:GRASIM,1789.0,1790.2,1788.5,1790.2,5535.0
2023-08-31 13:45:00,NSE:GRASIM,1790.15,1793.4,1790.15,1792.75,8308.0
2023-08-31 13:50:00,NSE:GRASIM,1792.85,1794.8,1792.75,1793.1,11714.0
2023-08-31 13:55:00,NSE:GRASIM,1793.0,1793.0,1792.1,1792.4,6325.0
2023-08-31 14:00:00,NSE:GRASIM,1792.45,1792.45,1788.25,1788.5,7236.0
2023-08-31 14:05:00,NSE:GRASIM,1788.55,1790.35,1788.5,1789.1,10655.0
2023-08-31 14:10:00,NSE:GRASIM,1789.05,1789.45,1787.1,1789.45,8855.0
2023-08-31 14:15:00,NSE:GRASIM,1789.35,1789.45,1787.4,1788.05,7532.0
2023-08-31 14:20:00,NSE:GRASIM,1788.2,1789.55,1787.45,1789.55,8517.0
2023-08-31 14:25:00,NSE:GRASIM,1789.55,1789.55,1788.0,1788.35,6278.0
2023-08-31 14:30:00,NSE:GRASIM,1788.35,1789.3,1787.1,1787.9,7992.0
2023-08-31 14:35:00,NSE:GRASIM,1787.9,1789.3,1787.4,1788.1,7883.0
2023-08-31 14:40:00,NSE:GRASIM,1788.1,1789.05,1786.5,1788.95,13382.0
2023-08-31 14:45:00,NSE:GRASIM,1789.0,1789.75,1787.4,1789.25,8404.0
2023-08-31 14:50:00,NSE:GRASIM,1789.25,1789.9,1788.0,1789.8,10570.0
2023-08-31 14:55:00,NSE:GRASIM,1788.85,1791.8,1788.2,1791.8,11839.0
2023-08-31 15:00:00,NSE:GRASIM,1791.5,1791.5,1789.95,1790.0,107507.0
2023-08-31 15:05:00,NSE:GRASIM,1790.0,1793.5,1789.25,1793.5,125241.0
2023-08-31 15:10:00,NSE:GRASIM,1793.6,1799.85,1793.6,1799.8,94839.0
2023-08-31 15:15:00,NSE:GRASIM,1799.8,1800.0,1786.9,1787.0,148909.0
2023-08-31 15:20:00,NSE:GRASIM,1787.0,1787.2,1781.85,1782.25,166233.0
2023-08-31 15:25:00,NSE:GRASIM,1782.25,1800.0,1782.25,1790.0,83415.0
2023-09-01 09:15:00,NSE:GRASIM,1794.9,1799.4,1787.9,1792.25,5141.0
2023-09-01 09:20:00,NSE:GRASIM,1793.0,1795.55,1792.35,1795.45,2115.0
2023-09-01 09:25:00,NSE:GRASIM,1795.45,1800.0,1793.85,1794.35,7595.0
2023-09-01 09:30:00,NSE:GRASIM,1794.05,1796.6,1792.05,1795.7,4033.0
2023-09-01 09:35:00,NSE:GRASIM,1795.7,1799.25,1795.7,1798.75,2232.0
2023-09-01 09:40:00,NSE:GRASIM,1799.0,1800.3,1796.85,1797.6,1261.0
2023-09-01 09:45:00,NSE:GRASIM,1797.6,1797.6,1796.55,1797.35,1469.0
2023-09-01 09:50:00,NSE:GRASIM,1798.95,1802.3,1797.5,1802.3,3803.0
2023-09-01 09:55:00,NSE:GRASIM,1801.2,1803.85,1798.7,1800.6,4948.0
2023-09-01 10:00:00,NSE:GRASIM,1800.6,1800.6,1796.75,1796.85,2371.0
2023-09-01 10:05:00,NSE:GRASIM,1796.45,1798.2,1795.0,1798.2,2413.0
2023-09-01 10:10:00,NSE:GRASIM,1798.95,1800.65,1798.5,1800.65,2746.0
2023-09-01 10:15:00,NSE:GRASIM,1800.5,1800.85,1799.15,1800.5,1932.0
2023-09-01 10:20:00,NSE:GRASIM,1800.5,1801.55,1800.05,1801.0,2157.0
2023-09-01 10:25:00,NSE:GRASIM,1801.0,1801.4,1800.2,1801.25,2507.0
2023-09-01 10:30:00,NSE:GRASIM,1801.1,1801.1,1799.1,1799.1,2505.0
2023-09-01 10:35:00,NSE:GRASIM,1799.45,1799.45,1796.45,1798.35,5582.0
2023-09-01 10:40:00,NSE:GRASIM,1798.35,1799.15,1797.7,1797.7,1335.0
2023-09-01 10:45:00,NSE:GRASIM,1796.0,1796.7,1795.1,1796.3,2030.0
2023-09-01 10:50:00,NSE:GRASIM,1796.3,1797.95,1796.05,1797.55,1772.0
2023-09-01 10:55:00,NSE:GRASIM,1798.3,1800.1,1798.2,1799.05,2814.0
2023-09-01 11:00:00,NSE:GRASIM,1798.45,1800.0,1798.4,1798.7,3530.0
2023-09-01 11:05:00,NSE:GRASIM,1798.05,1800.0,1797.25,1798.6,1373.0
2023-09-01 11:10:00,NSE:GRASIM,1798.6,1798.65,1797.15,1797.25,1016.0
2023-09-01 11:15:00,NSE:GRASIM,1797.15,1798.6,1796.1,1796.35,2892.0
2023-09-01 11:20:00,NSE:GRASIM,1796.75,1797.6,1793.5,1793.5,2394.0
2023-09-01 11:25:00,NSE:GRASIM,1793.55,1796.0,1793.55,1794.05,2348.0
2023-09-01 11:30:00,NSE:GRASIM,1794.0,1796.5,1794.0,1795.05,2689.0
2023-09-01 11:35:00,NSE:GRASIM,1795.15,1795.6,1793.35,1794.25,1795.0
2023-09-01 11:40:00,NSE:GRASIM,1794.3,1795.9,1794.25,1795.65,1508.0
2023-09-01 11:45:00,NSE:GRASIM,1795.55,1798.25,1795.55,1795.55,2702.0
2023-09-01 11:50:00,NSE:GRASIM,1795.7,1796.45,1789.6,1790.0,7126.0
2023-09-01 11:55:00,NSE:GRASIM,1790.0,1793.35,1787.95,1791.85,78780.0
2023-09-01 12:00:00,NSE:GRASIM,1791.85,1794.35,1790.8,1793.15,5741.0
2023-09-01 12:05:00,NSE:GRASIM,1792.9,1794.0,1792.0,1792.55,1442.0
2023-09-01 12:10:00,NSE:GRASIM,1792.6,1795.5,1792.0,1795.5,8069.0
2023-09-01 12:15:00,NSE:GRASIM,1795.5,1795.5,1794.1,1794.85,1453.0
2023-09-01 12:20:00,NSE:GRASIM,1795.4,1795.5,1794.15,1794.9,2186.0
2023-09-01 12:25:00,NSE:GRASIM,1795.05,1795.5,1793.4,1794.4,1617.0
2023-09-01 12:30:00,NSE:GRASIM,1794.35,1795.5,1793.55,1795.0,55187.0
2023-09-01 12:35:00,NSE:GRASIM,1795.0,1795.7,1795.0,1795.15,7378.0
2023-09-01 12:40:00,NSE:GRASIM,1795.7,1796.3,1795.0,1795.3,5926.0
2023-09-01 12:45:00,NSE:GRASIM,1795.3,1800.0,1795.25,1797.55,8357.0
2023-09-01 12:50:00,NSE:GRASIM,1798.05,1800.4,1797.8,1800.35,10847.0
2023-09-01 12:55:00,NSE:GRASIM,1800.3,1804.95,1800.0,1804.95,4952.0
2023-09-01 13:00:00,NSE:GRASIM,1804.95,1805.1,1803.05,1803.05,4147.0
2023-09-01 13:05:00,NSE:GRASIM,1803.2,1804.45,1802.65,1803.45,2380.0
2023-09-01 13:10:00,NSE:GRASIM,1803.3,1805.4,1803.05,1803.1,4234.0
2023-09-01 13:15:00,NSE:GRASIM,1803.1,1803.6,1801.05,1802.2,1513.0
2023-09-01 13:20:00,NSE:GRASIM,1802.2,1803.3,1801.15,1801.55,3125.0
